Native Language,Speaker ID,Speaker gender,Role,File number_version,Task name,Task version,Time,Level,Pair,Length of file,PT_col_R1,PT_col_R2,PT_col_AVE,PT_TC_R1,PT_TC_R2,PT_TC_AVE,PT_sty_R1,PT_sty_R2,PT_sty_AVE,Total /12
Chinese,404,F,A,24404&24586_S.txt,Workplace Monitoring,S,SP10wk15,3,11,2:32,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Chinese,586,M,B,24404&24586_S.txt,Workplace Monitoring,S,SP10wk15,3,11,2:32,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Chinese,416,M,A,24450&24416_S.txt,Workplace Monitoring,S,SP10wk15,3,12,3:17,3.5,3,3.25,3.5,3.5,3.5,3,3.5,3.25,10
Chinese,450,M,B,24450&24416_S.txt,Workplace Monitoring,S,SP10wk15,3,12,3:17,3.5,3,3.25,3.5,3.5,3.5,3,3.5,3.25,10
Japanese,485,F,A,24485&24585_S.txt,Workplace Monitoring,S,SU10wk10,3,13,3:13,4,4,4,3,3,3,3,3,3,10
Chinese,555,M,B,24585&24555_S.txt,Workplace Monitoring,S,SU10wk11,3,13,3:13,4,4,4,3,3,3,3,3,3,10
Arabic,148,M,B,24565&24148_S.txt,Workplace Monitoring,S,SU10wk12,3,14,2:59,4,4,4,4,3,3.5,4,4,4,11.5
Chinese,565,M,A,24565&24148_S.txt,Workplace Monitoring,S,SU10wk13,3,14,2:59,5,5,5,4,3,3.5,4,4,4,12.5
Chinese,399,M,B,24600&24399_S.txt,Workplace Monitoring,S,SU10wk14,3,15,3:01,5,4,4.5,4,3,3.5,4,4,4,12
Arabic,600,M,A,24600&24399_S.txt,Workplace Monitoring,S,SU10wk15,3,15,3:01,4,5,4.5,4,3,3.5,4,4,4,12
