Native Language,Speaker ID,Speaker gender,Role,File number_version,Task name,Task version,Time,Level,Pair,Length of file,PT_col_R1,PT_col_R2,PT_col_AVE,PT_TC_R1,PT_TC_R2,PT_TC_AVE,PT_sty_R1,PT_sty_R2,PT_sty_AVE,Total /12
Arabic,58,M,B,02162&02058_A.txt,Advertisement,A,F10wk5,1,1,3:38,2,2,2,2,2,2,2,2,2,6
Arabic,162,M,A,02162&02058_A.txt,Advertisement,A,F10wk5,1,1,3:38,2,2,2,2,2,2,2,2,2,6
Arabic,256,M,B,02371&02256_A.txt,Advertisement,A,F10wk5,1,2,1:42,4,3,3.5,3,3,2.5,3,3,3,9
Arabic,371,M,A,02371&02256_A.txt,Advertisement,A,F10wk5,1,2,1:42,4,3,3.5,3,3,2.5,3,3,3,9
Arabic,254,M,B,02325&02254_A.txt,Advertisement,A,F10wk5,1,3,1:52,4,4,4,3,4,2.5,4,4,4,10.5
Arabic,325,M,A,02325&02254_A.txt,Advertisement,A,F10wk5,1,3,1:52,4,4,4,3,4,2.5,4,4,4,10.5
Arabic,94,M,A,02094&02398_A.txt,Advertisement,A,F10wk5,1,4,3:01,2,1,1.5,2,2,2,2,2,2,5.5
Chinese,398,M,B,02094&02398_A.txt,Advertisement,A,F10wk5,1,4,3:01,2,1,1.5,2,2,2,2,2,2,5.5
Chinese,460,F,A,02460&02537_A.txt,Advertisement,A,F10wk5,1,6,1:40,4,3,3.5,3,2,2.5,3,3,3,9
Chinese,537,F,B,02460&02537_A.txt,Advertisement,A,F10wk5,1,6,1:40,4,3,3.5,3,2,2.5,3,3,3,9
Arabic,134,F,A,02134&02582_A.txt,Advertisement,A,F10wk5,1,7,1:23,3,3,3,3,3,2.5,3,3,3,8.5
Chinese,582,M,B,02134&02582_A.txt,Advertisement,A,F10wk5,1,7,1:23,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,372,F,A,02372&02373_A.txt,Advertisement,A,F10wk5,1,8,3:15,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,373,M,B,02372&02373_A.txt,Advertisement,A,F10wk5,1,8,3:15,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,186,M,A,02187&02186_A.txt,Advertisement,A,F10wk5,1,9,2:25,4,4,4,3,3,2.5,3,3,3,9.5
Arabic,187,M,B,02187&02186_A.txt,Advertisement,A,F10wk5,1,9,2:25,4,4,4,3,3,2.5,3,3,3,9.5
Arabic,102,M,B,02116&02102_A.txt,Advertisement,A,F10wk5,1,10,1:39,4,4,4,4,3,3,3,3,3,10
Arabic,116,M,A,02116&02102_A.txt,Advertisement,A,F10wk5,1,10,1:39,4,4,4,4,3,3,3,3,3,10
Arabic,16,M,A,02081&02016_A.txt,Advertisement,A,F10wk5,1,11,3:02,3,3,3,3,2,2.5,3,3,3,8.5
Arabic,81,M,B,02081&02016_A.txt,Advertisement,A,F10wk5,1,11,3:02,3,3,3,3,2,2.5,3,3,3,8.5
Arabic,290,M,A,02521&02290_A.txt,Advertisement,A,F10wk5,1,12,1:21,3,2,2.5,2,2,2,2,2,2,6.5
Arabic,521,M,B,02521&02290_A.txt,Advertisement,A,F10wk5,1,12,1:21,3,2,2.5,2,2,2,2,2,2,6.5
Chinese,357,M,A,02357&02538_A.txt,Advertisement,A,F10wk5,1,13,1:53,3,3,3,2,3,2,3,3,3,8
Arabic,214,M,B,02214&02539_A.txt,Advertisement,A,F10wk5,1,15,1:48,4,3,3.5,3,3,2.5,3,3,3,9
Chinese,539,F,A,02214&02539_A.txt,Advertisement,A,F10wk5,1,15,1:48,4,3,3.5,3,3,2.5,3,3,3,9
Chinese,538,M,B,02357&02538_A.txt,Advertisement,A,F10wk7,1,13,1:53,3,3,3,2,3,2,3,3,3,8
Chinese,365,F,B,02365&02553_A.txt,Advertisement,A,F10wk8,1,14,1:19,3,3,3,2,2,2,2,2,2,7
Chinese,553,F,A,02365&02553_A.txt,Advertisement,A,F10wk9,1,14,1:19,3,3,3,2,2,2,2,2,2,7
Arabic,36,M,B,02036&02204_B.txt,Advertisement,B,F11wk5,1,16,1:39,3.5,3.5,3.5,3,3,2.5,3,3,3,9
Arabic,204,M,A,02036&02204_B.txt,Advertisement,B,F11wk5,1,16,1:39,3.5,3.5,3.5,3,3,2.5,3,3,3,9
Arabic,51,M,B,02051&02199_B.txt,Advertisement,B,F11wk5,1,17,2:00,3,2.5,2.75,3,3,2.5,2.5,3,2.75,8
Arabic,199,M,A,02051&02199_B.txt,Advertisement,B,F11wk5,1,17,2:00,3.5,3,3.25,3,3,2.5,3.5,3,3.25,9
Arabic,24,M,B,02118&02024_B.txt,Advertisement,B,F11wk5,1,18,2:04,3.5,3.5,3.5,3,3,2.5,3.5,3,3.25,9.25
Arabic,118,M,A,02118&02024_B.txt,Advertisement,B,F11wk5,1,18,2:04,3.5,3.5,3.5,3.5,3,2.75,3,3,3,9.25
Arabic,275,M,A,02282&02275_B.txt,Advertisement,B,F11wk5,1,19,1:26,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,282,F,B,02282&02275_B.txt,Advertisement,B,F11wk5,1,19,1:26,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,312,M,B,02330&02312_B.txt,Advertisement,B,F11wk5,1,20,2:00,2.5,2,2.25,2,2,2,3.5,3.5,3.5,7.75
Arabic,330,M,A,02330&02312_B.txt,Advertisement,B,F11wk5,1,20,2:00,3,3,3,3,3,2.5,3.5,3.5,3.5,9
Arabic,80,M,A,02080&02150_B.txt,Advertisement,B,F11wk5,1,21,1:25,2,2,2,2,2,2,2,2,2,6
Arabic,150,M,B,02080&02150_B.txt,Advertisement,B,F11wk5,1,21,1:25,2,2,2,2,2,2,2,2,2,6
Arabic,260,M,A,02260&02540_B.txt,Advertisement,B,F11wk5,1,22,2:06,3,3,3,3,3,2.5,3,3,3,8.5
Chinese,540,F,B,02260&02540_B.txt,Advertisement,B,F11wk5,1,22,2:06,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,261,M,A,02261&02326_B.txt,Advertisement,B,F11wk5,1,23,2:00,2,2,2,2.5,2.5,2.25,2,2,2,6.25
Arabic,326,M,B,02261&02326_B.txt,Advertisement,B,F11wk5,1,23,2:00,2,2,2,2.5,2.5,2.25,2,2,2,6.25
Arabic,66,M,B,02541&02066_B.txt,Advertisement,B,F11wk5,1,24,1:41,4,4,4,4,3.5,3,3.5,4,3.75,10.75
Chinese,541,F,A,02541&02066_B.txt,Advertisement,B,F11wk5,1,24,1:41,4,4,4,4,3.5,3,3.5,4,3.75,10.75
Arabic,408,F,A,02491&02408_B.txt,Advertisement,B,F11wk5,1,25,1:41,3,3,3,3.5,3,2.75,3,3,3,8.75
Korean,491,F,B,02491&02408_B.txt,Advertisement,B,F11wk5,1,25,1:41,3,3,3,3,3,2.5,3.5,3,3.25,8.75
Arabic,268,M,A,02268&02295_B.txt,Advertisement,B,F11wk5,1,26,1:25,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,295,M,B,02268&02295_B.txt,Advertisement,B,F11wk5,1,26,1:25,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,100,M,A,02100&02575_B.txt,Advertisement,B,F11wk5,1,27,0:48,3.5,3,3.25,2.5,3,2.25,3,3,3,8.5
Chinese,575,M,B,02100&02575_B.txt,Advertisement,B,F11wk5,1,27,0:48,3,3,3,2.5,3,2.25,3,3,3,8.25
Arabic,145,F,A,02145&02350_B.txt,Advertisement,B,F11wk5,1,28,0:47,3,3,3,3,3.5,2.5,3.5,3.5,3.5,9
Arabic,350,F,B,02145&02350_B.txt,Advertisement,B,F11wk5,1,28,0:47,3,3,3,3.5,3.5,2.75,3,3.5,3.25,9
Arabic,190,M,B,02236&02190_B.txt,Advertisement,B,F11wk5,1,29,1:51,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,236,M,A,02236&02190_B.txt,Advertisement,B,F11wk5,1,29,1:51,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,61,M,A,02061&02096_B.txt,Advertisement,B,F11wk5,1,30,1:12,3.5,3.5,3.5,3.5,3.5,2.75,3,3,3,9.25
Arabic,96,M,B,02061&02096_B.txt,Advertisement,B,F11wk5,1,30,1:12,3.5,3.5,3.5,3.5,3.5,2.75,3,3,3,9.25
Arabic,199,M,A,02570&02199_B.txt,Advertisement,B,F11wk5,1,31,1:59,2,2,4,3,3,2.5,3,3,3,9.5
Arabic,570,M,B,02570&02199_B.txt,Advertisement,B,F11wk5,1,31,1:59,3.5,3,3.25,3,3,2.5,3.5,3,3.25,9
Arabic,111,M,B,02215&02111_B.txt,Advertisement,B,F11wk5,1,32,1:46,3,3,3,2.5,2.5,2.25,3,2.5,2.75,8
Arabic,215,M,A,02215&02111_B.txt,Advertisement,B,F11wk5,1,32,1:46,3,3,3,2.5,2.5,2.25,3,2.5,2.75,8
Arabic,39,M,B,02073&02039_B.txt,Advertisement,B,F11wk5,1,33,2:05,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,73,M,A,02073&02039_B.txt,Advertisement,B,F11wk5,1,33,2:05,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,32,M,A,02220&02032_B.txt,Advertisement,B,F11wk5,1,34,1:50,2,2,2,3,3,2.5,2,2,2,6.5
Arabic,220,M,B,02220&02032_B.txt,Advertisement,B,F11wk5,1,34,1:50,2,2,2,2,2,2,2,2,2,6
Arabic,92,M,B,02269&02092_B.txt,Advertisement,B,F11wk5,1,35,2:03,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,269,M,A,02269&02092_B.txt,Advertisement,B,F11wk5,1,35,2:03,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,291,M,A,02291&02466_B.txt,Advertisement,B,F11wk5,1,36,2:07,3,3,3,2,2,2,2.5,2.5,2.5,7.5
Chinese,466,M,B,02291&02466_B.txt,Advertisement,B,F11wk5,1,36,2:07,3,3,3,2,2,2,2.5,2.5,2.5,7.5
Arabic,119,M,A,02119&02135_B.txt,Advertisement,B,F11wk5,1,37,1:34,3.5,3.5,3.5,2.5,2.5,2.25,3,3,3,8.75
Arabic,135,M,B,02119&02135_B.txt,Advertisement,B,F11wk5,1,37,1:34,3.5,3.5,3.5,2.5,2.5,2.25,3,3,3,8.75
Arabic,13,M,A,02013&02431_B.txt,Advertisement,B,F11wk5,1,38,1:51,4,3.5,3.75,3.5,3.5,2.75,3.5,3.5,3.5,10
Arabic,431,M,B,02013&02431_B.txt,Advertisement,B,F11wk5,1,38,1:51,4,3.5,3.75,3.5,3.5,2.75,3.5,3.5,3.5,10
Arabic,225,M,A,02225&02286_B.txt,Advertisement,B,F11wk5,1,39,1:34,3.5,3.5,3.5,3,3,2.5,3.5,3.5,3.5,9.5
Arabic,286,M,B,02225&02286_B.txt,Advertisement,B,F11wk5,1,39,1:34,3.5,3.5,3.5,3.5,3,2.75,3.5,3.5,3.5,9.75
Arabic,128,M,A,02128&02153_B.txt,Advertisement,B,F11wk5,1,40,1:39,2,2,2,2,2,2,2,2,2,6
Arabic,153,M,B,02128&02153_B.txt,Advertisement,B,F11wk5,1,40,1:39,2,2,2,2,2,2,2,2,2,6
Arabic,120,M,A,02120&02277_C.txt,Advertisement,C,F12wk7,1,41,2:07,3,4,3.5,4,4,3,4,4,4,10.5
Arabic,277,M,B,02120&02277_C.txt,Advertisement,C,F12wk7,1,41,2:07,2,2,2,4,3.5,3,2,2,2,7
Arabic,226,M,B,02478&02226_C.txt,Advertisement,C,F12wk7,1,42,2:03,4,3,3.5,3,3,2.5,3,2,2.5,8.5
Arabic,478,M,A,02478&02226_C.txt,Advertisement,C,F12wk7,1,42,2:03,4,4,4,3,3,2.5,3,2,2.5,9
Arabic,10,M,A,02010&02172_C.txt,Advertisement,C,F12wk7,1,43,1:43,4,4,4,4,4,3,4,3,3.5,10.5
Arabic,172,M,B,02010&02172_C.txt,Advertisement,C,F12wk7,1,43,1:43,4,4,4,4,4,3,3.5,2,2.75,9.75
Arabic,121,M,B,02121&02216_C.txt,Advertisement,C,F12wk7,1,44,1:59,2,3,2.5,4,3,3,2,2,2,7.5
Arabic,216,M,A,02121&02216_C.txt,Advertisement,C,F12wk7,1,44,1:59,3,3.5,3.25,4,4,3,4,3,3.5,9.75
Arabic,107,M,A,02107&02146_C.txt,Advertisement,C,F12wk7,1,45,1:05,3,4,3.5,4,4,3,3,3,3,9.5
Arabic,146,M,B,02107&02146_C.txt,Advertisement,C,F12wk7,1,45,1:05,3,4,3.5,4,3,3,4,3,3.5,10
Arabic,76,M,B,02108&02076_C.txt,Advertisement,C,F12wk7,1,46,1:49,4,4,4,4,4,3,3,3,3,10
Arabic,108,M,A,02108&02076_C.txt,Advertisement,C,F12wk7,1,46,1:49,4,4,4,4,4,3,4,4,4,11
Arabic,221,M,A,02240&02221_C.txt,Advertisement,C,F12wk7,1,47,2:02,3,4,3.5,4,4,3,2,2,2,8.5
Arabic,240,M,B,02240&02221_C.txt,Advertisement,C,F12wk7,1,47,2:02,4,4,4,4,4,3,2,3,2.5,9.5
Chinese,458,F,B,02523&02458_C.txt,Advertisement,C,F12wk7,1,48,1:14,3,4,3.5,4,4,3,3,2,2.5,9
Chinese,523,M,A,02523&02458_C.txt,Advertisement,C,F12wk7,1,48,1:14,3,3,3,4,4,3,3,2,2.5,8.5
Arabic,99,M,B,02099&02217_C.txt,Advertisement,C,F12wk7,1,49,1:57,4,4,4,4,4,3,3,3,3,10
Arabic,217,M,A,02099&02217_C.txt,Advertisement,C,F12wk7,1,49,1:57,4,3,3.5,4,4,3,3,2,2.5,9
Arabic,75,M,B,02173&02075_C.txt,Advertisement,C,F12wk7,1,50,2:06,4,4,4,4,4,3,4,4,4,11
Arabic,173,M,A,02173&02075_C.txt,Advertisement,C,F12wk7,1,50,2:06,4,4,4,4,4,3,4,3,3.5,10.5
Chinese,359,M,A,02359&02549_C.txt,Advertisement,C,F12wk7,1,51,2:06,3,4,3.5,4,4,3,2,2,2,8.5
Chinese,549,F,B,02359&02549_C.txt,Advertisement,C,F12wk7,1,51,2:06,3,3,3,4,4,3,2,2,2,8
Chinese,402,M,B,02402&02496_C.txt,Advertisement,C,F12wk7,1,52,1:35,3,4,3.5,4,3,3,2,2,2,8.5
Chinese,496,M,A,02402&02496_C.txt,Advertisement,C,F12wk7,1,52,1:35,4,4,4,3,4,2.5,2,2,2,8.5
Arabic,490,F,B,02520&02490_A.txt,Advertisement,A,Sp11wk5,1,53,1:10,4,4,4,3,3,2.5,4,4,4,10.5
Arabic,520,F,A,02520&02490_A.txt,Advertisement,A,Sp11wk5,1,53,1:10,4,4,4,3,3,2.5,4,4,4,10.5
Arabic,144,M,B,02144&02346_A.txt,Advertisement,A,Sp11wk5,1,54,3:21,2,3,2.5,3,3,2.5,3,2,2.5,7.5
Arabic,346,M,A,02144&02346_A.txt,Advertisement,A,Sp11wk5,1,54,3:21,2,3,2.5,3,3,2.5,3,2,2.5,7.5
Arabic,48,M,A,02048&02212_A.txt,Advertisement,A,Sp11wk5,1,55,1:26,3,3,3,2,2,2,3,3,3,8
Arabic,212,M,B,02048&02212_A.txt,Advertisement,A,Sp11wk5,1,55,1:26,3,3,3,2,2,2,3,3,3,8
Arabic,131,M,A,02131&02142_A.txt,Advertisement,A,Sp11wk5,1,56,1:41,2,1,1.5,1,1,1.5,1,1,1,4
Arabic,142,M,B,02131&02142_A.txt,Advertisement,A,Sp11wk5,1,56,1:41,2,1,1.5,1,1,1.5,1,1,1,4
Arabic,42,M,B,02258&02042_A.txt,Advertisement,A,Sp11wk5,1,57,2:19,3,3,3,3,2,2.5,2,2,2,7.5
Arabic,258,M,A,02258&02042_A.txt,Advertisement,A,Sp11wk5,1,57,2:19,3,3,3,3,2,2.5,2,2,2,7.5
Arabic,205,M,B,02205&02348_A.txt,Advertisement,A,Sp11wk5,1,58,4:24,3,3,3,3,4,2.5,3,3,3,8.5
Arabic,348,M,A,02205&02348_A.txt,Advertisement,A,Sp11wk5,1,58,4:24,3,3,3,3,4,2.5,3,3,3,8.5
Arabic,55,M,A,02055&02385_A.txt,Advertisement,A,Sp11wk5,1,59,4:02,3,2,2.5,3,3,2.5,3,3,3,8
Arabic,385,M,B,02055&02385_A.txt,Advertisement,A,Sp11wk5,1,59,4:02,3,2,2.5,3,3,2.5,3,3,3,8
Arabic,161,M,A,02161&02592_A.txt,Advertisement,A,Sp11wk5,1,60,3:14,3,3,3,3,4,2.5,4,3,3.5,9
Arabic,592,M,B,02161&02592_A.txt,Advertisement,A,Sp11wk5,1,60,3:14,4,4,4,3,2,2.5,3,2,2.5,9
Arabic,193,M,A,02392&02193_A.txt,Advertisement,A,Sp11wk5,1,61,4:09,2,2,2,3,3,2.5,3,2,2.5,7
Arabic,392,M,B,02392&02193_A.txt,Advertisement,A,Sp11wk5,1,61,4:09,2,2,2,3,3,2.5,3,2,2.5,7
Arabic,294,F,B,02339&02294_A.txt,Advertisement,A,Sp11wk5,1,62,1:00,4,4,4,3,3,2.5,4,3,3.5,10
Arabic,339,F,A,02339&02294_A.txt,Advertisement,A,Sp11wk5,1,62,1:00,4,4,4,3,3,2.5,4,3,3.5,10
Arabic,243,M,A,02321&02243_A.txt,Advertisement,A,Sp11wk5,1,63,3:47,4,3,3.5,4,4,3,4,4,4,10.5
Arabic,321,M,B,02321&02243_A.txt,Advertisement,A,Sp11wk5,1,63,3:47,4,3,3.5,4,3,3,4,4,4,10.5
Arabic,70,M,A,02274&02070_A.txt,Advertisement,A,Sp11wk5,1,64,4:07,3,3,3,3,2,2.5,3,4,3.5,9
Arabic,274,M,B,02274&02070_A.txt,Advertisement,A,Sp11wk5,1,64,4:07,3,3,3,3,2,2.5,3,4,3.5,9
Arabic,248,M,B,02248&02259_A.txt,Advertisement,A,Sp11wk5,1,65,1:23,3,3,3,2,2,2,3,3,3,8
Arabic,259,M,A,02248&02259_A.txt,Advertisement,A,Sp11wk5,1,65,1:23,3,3,3,2,2,2,3,3,3,8
Arabic,77,M,A,02077&02592_A.txt,Advertisement,A,Sp11wk5,1,66,4:06,4,3,3.5,2,3,2,2,3,2.5,8
Arabic,592,M,B,02077&02592_A.txt,Advertisement,A,Sp11wk5,1,66,4:06,4,3,3.5,2,3,2,2,3,2.5,8
Arabic,188,M,A,02188&02436_A.txt,Advertisement,A,Sp11wk5,1,67,2:41,2,2,2,2,2,2,2,2,2,6
Korean,436,F,B,02188&02436_A.txt,Advertisement,A,Sp11wk5,1,67,2:41,2,2,2,2,2,2,2,2,2,6
Arabic,324,M,A,02328&02324_A.txt,Advertisement,A,Sp11wk5,1,68,1:18,2,3,2.5,2,2,2,2,2,2,6.5
Arabic,328,M,B,02328&02324_A.txt,Advertisement,A,Sp11wk5,1,68,1:18,2,3,2.5,2,2,2,2,2,2,6.5
Arabic,117,M,B,02429&02117_A.txt,Advertisement,A,Sp11wk5,1,69,3:37,3,2,2.5,3,3,2.5,2,3,2.5,7.5
Arabic,429,M,A,02429&02117_A.txt,Advertisement,A,Sp11wk5,1,69,3:37,3,2,2.5,3,3,2.5,2,3,2.5,7.5
Arabic,209,M,B,02265&02209_A.txt,Advertisement,A,Sp11wk5,1,70,2:10,4,4,4,3,3,2.5,3,3,3,9.5
Arabic,265,M,A,02265&02209_A.txt,Advertisement,A,Sp11wk5,1,70,2:10,4,4,4,3,3,2.5,3,3,3,9.5
Arabic,206,M,A,02255&02206_A.txt,Advertisement,A,Sp11wk5,1,71,4:07,4,4,4,2,3,2,3,2,2.5,8.5
Arabic,255,M,B,02255&02206_A.txt,Advertisement,A,Sp11wk5,1,71,4:07,4,4,4,2,3,2,3,2,2.5,8.5
Arabic,351,M,A,02351&02482_A.txt,Advertisement,A,Sp11wk5,1,72,1:38,3,2,2.5,2,2,2,2,2,2,6.5
Arabic,482,M,B,02351&02482_A.txt,Advertisement,A,Sp11wk5,1,72,1:38,3,2,2.5,2,2,2,2,2,2,6.5
Chinese,390,F,B,02390&02557_A.txt,Advertisement,A,Sp11wk5,1,73,3:42,3,3,3,3,3,2.5,3,2,2.5,8
Arabic,557,F,A,02390&02557_A.txt,Advertisement,A,Sp11wk5,1,73,3:42,3,3,3,3,3,2.5,3,2,2.5,8
Arabic,152,M,B,02547&02152_A.txt,Advertisement,A,Sp11wk5,1,74,1:26,3,3,3,2,1,2,2,2,2,7
Chinese,547,M,A,02547&02152_A.txt,Advertisement,A,Sp11wk5,1,74,1:26,3,3,3,2,1,2,2,2,2,7
Arabic,16,M,A,23016&23037_A.txt,Cancer Advice,S,Sp10_wk5,3,4,2:45,3,3,3,3,4,3.5,4,3,3.5,10
Arabic,37,M,B,23016&23037_A.txt,Cancer Advice,S,Sp10_wk5,3,4,2:45,3,3,3,1,1,1,1,1,1,5
Arabic,290,M,A,23290&23521_A.txt,Cancer Advice,S,Sp10_wk5,3,5,1:58,3,2,2.5,4,4,4,3,3,3,9.5
Arabic,521,M,B,23290&23521_A.txt,Cancer Advice,S,Sp10_wk5,3,5,1:58,3,2,2.5,4,4,4,3,3,3,9.5
Arabic,129,M,A,23373&23129_A.txt,Cancer Advice,S,Sp10_wk5,3,6,4:44,3,3,3,1,1,1,2,2,2,6
Arabic,373,M,B,23373&23129_A.txt,Cancer Advice,S,Sp10_wk5,3,6,4:44,3,3,3,2,2,2,3,3,3,8
Arabic,372,F,B,23434&23372_A.txt,Cancer Advice,S,Sp10_wk5,3,7,3:24,2,2,2,3,3,3,3,3,3,8
Arabic,434,M,A,23434&23372_A.txt,Cancer Advice,S,Sp10_wk5,3,7,3:24,2,2,2,2,3,2.5,3,3,3,7.5
Arabic,102,M,B,23116&23102_A.txt,Cancer Advice,S,Sp10_wk5,3,8,2:51,3,3,3,4,3,3.5,3,3,3,9.5
Arabic,116,M,A,23116&23102_A.txt,Cancer Advice,S,Sp10_wk5,3,8,2:51,3,3,3,3,3,3,3,3,3,9
Arabic,81,M,A,23081&23134_A.txt,Cancer Advice,S,Sp10_wk5,3,9,0:45,1,1,1,1,0,0.5,1,1,1,2.5
Arabic,134,F,B,23081&23134_A.txt,Cancer Advice,S,Sp10_wk5,3,9,0:45,1,1,1,1,0,0.5,1,1,1,2.5
Arabic,94,M,A,23214&23094_A.txt,Cancer Advice,S,Sp10_wk5,3,10,2:22,2,2,2,1,1,1,2,2,2,5
Arabic,214,M,B,23214&23094_A.txt,Cancer Advice,S,Sp10_wk5,3,10,2:22,2,2,2,1,1,1,2,2,2,5
Chinese,357,F,B,23538&23357_A.txt,Cancer Advice,S,Sp10_wk5,3,11,2:51,4,4,4,3,3,3,4,4,4,11
Chinese,538,M,A,23538&23357_A.txt,Cancer Advice,S,Sp10_wk5,3,11,2:51,4,4,4,3,3,3,4,4,4,11
Chinese,365,F,B,23553&23365_A.txt,Cancer Advice,S,Sp10_wk5,3,12,1:35,3,3,3,3,4,3.5,3,3,3,9.5
Chinese,553,F,A,23553&23365_A.txt,Cancer Advice,S,Sp10_wk5,3,12,1:35,3,3,3,4,4,4,4,4,4,11
Arabic,51,M,B,23051&23570_B.txt,Cancer Advice,S,Sp10_wk5,3,13,2:05,4,4,4,4,3.5,3.75,4,4,4,11.75
Arabic,570,M,A,23051&23570_B.txt,Cancer Advice,S,Sp10_wk5,3,13,2:05,4,4,4,3.5,4,3.75,4,4,4,11.75
Arabic,275,M,A,23275&23286_B.txt,Cancer Advice,S,Sp10_wk5,3,14,2:07,3,3,3,2.5,3,2.75,2.5,3,2.75,8.5
Arabic,286,M,B,23275&23286_B.txt,Cancer Advice,S,Sp10_wk5,3,14,2:07,2.5,3,2.75,2.5,3,2.75,3,3,3,8.5
Arabic,330,M,B,23330&23491_B.txt,Cancer Advice,S,Sp10_wk5,3,15,2:02,4,4,4,4,3.5,3.75,4,3.5,3.75,11.5
Korean,491,F,A,23330&23491_B.txt,Cancer Advice,S,Sp10_wk5,3,15,2:02,4,4,4,4,3.5,3.75,4,3.5,3.75,11.5
Arabic,80,M,A,23080&23118_B.txt,Cancer Advice,S,Sp10_wk5,3,16,1:11,2.5,2.5,2.5,3,3.5,3.25,3,3.5,3.25,9
Arabic,118,M,B,23080&23118_B.txt,Cancer Advice,S,Sp10_wk5,3,16,1:11,2.5,3,2.75,3,3.5,3.25,3,3,3,9
Arabic,122,M,A,23122&23150_B.txt,Cancer Advice,S,Sp10_wk5,3,17,2:02,3,3,3,3.5,3.5,3.5,3.5,3,3.25,9.75
Arabic,150,M,B,23122&23150_B.txt,Cancer Advice,S,Sp10_wk5,3,17,2:02,3,3,3,3.5,3.5,3.5,3.5,3,3.25,9.75
Arabic,234,M,A,03297&03234_S.txt,Chen problem,B,F11wk10,1,1,2:41,4,4,4,4,4,4,2,3,2.5,10.5
Arabic,297,M,B,03297&03234_S.txt,Chen problem,B,F11wk10,1,1,2:41,4,4,4,4,4,4,2,3,2.5,10.5
Arabic,36,M,B,04036&04269_B.txt,Chen problem,B,F11wk10,1,1,2:17,4,4,4,3.5,3.5,3.5,4,3.5,3.75,11.25
Arabic,269,M,A,04036&04269_B.txt,Chen problem,B,F11wk10,1,1,2:17,4,4,4,3.5,3.5,3.5,4,3.5,3.75,11.25
Arabic,148,M,A,03148&03543_S.txt,Chen problem,B,F11wk10,1,2,2:17,4,4,4,4,3,3.5,3,3,3,10.5
Chinese,543,M,B,03148&03543_S.txt,Chen problem,B,F11wk10,1,2,2:17,4,4,4,4,3,3.5,3,3,3,10.5
Arabic,51,M,B,04051&04330_B.txt,Chen problem,B,F11wk10,1,2,2:11,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,10
Arabic,330,M,A,04051&04330_B.txt,Chen problem,B,F11wk10,1,2,2:11,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,22,M,B,03192&03022_S.txt,Chen problem,B,F11wk10,1,3,3:00,4,4,4,4,4,4,3,3,3,11
Arabic,192,M,A,03192&03022_S.txt,Chen problem,B,F11wk10,1,3,3:00,4,4,4,4,4,4,3,3,3,11
Arabic,96,M,B,04096&04518_B.txt,Chen problem,B,F11wk10,1,3,2:00,3.5,4,3.75,3.5,3.5,3.5,3,3.5,3.25,10.5
Chinese,518,M,A,04096&04518_B.txt,Chen problem,B,F11wk10,1,3,2:00,3.5,4,3.75,3.5,3.5,3.5,3,3.5,3.25,10.5
Arabic,151,M,A,03191&03151_S.txt,Chen problem,B,F11wk10,1,4,2:43,3,3,3,3,3,3,2,3,2.5,8.5
Arabic,191,M,B,03191&03151_S.txt,Chen problem,B,F11wk10,1,4,2:43,3,3,3,3,3,3,2,3,2.5,8.5
Arabic,312,M,B,04312&04570_B.txt,Chen problem,B,F11wk10,1,4,2:03,3,3.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,10.25
Arabic,570,M,A,04312&04570_B.txt,Chen problem,B,F11wk10,1,4,2:03,3,3.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,10.25
Chinese,355,M,B,03417&03355_S.txt,Chen problem,B,F11wk10,1,5,3:02,3,3,3,3,3,3,3,3,3,9
Chinese,417,F,A,03417&03355_S.txt,Chen problem,B,F11wk10,1,5,3:02,3,3,3,3,3,3,3,3,3,9
Arabic,215,M,A,04431&04215_B.txt,Chen problem,B,F11wk10,1,5,2:03,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,431,M,B,04431&04215_B.txt,Chen problem,B,F11wk10,1,5,2:03,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,343,M,A,03343&03394_S.txt,Chen problem,B,F11wk10,1,6,3:06,3,3,3,3,3,3,2,2,2,8
